Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2024-05-14,RELIANCE,2801.949951171875,2854.14990234375,2800.050048828125,2840.14990234375,2830.54296875,3594150
2024-05-15,RELIANCE,2841.0,2859.949951171875,2826.050048828125,2832.550048828125,2822.968994140625,2523267
2024-05-16,RELIANCE,2837.10009765625,2855.0,2796.050048828125,2850.699951171875,2841.057373046875,7355887
2024-05-17,RELIANCE,2846.10009765625,2874.39990234375,2826.5,2871.39990234375,2861.6875,5458238
2024-05-21,RELIANCE,2851.199951171875,2883.64990234375,2851.199951171875,2872.25,2862.53466796875,5588064
2024-05-22,RELIANCE,2872.550048828125,2937.550048828125,2872.550048828125,2921.300048828125,2911.418701171875,5140802
2024-05-23,RELIANCE,2917.10009765625,2984.449951171875,2910.0,2972.10009765625,2962.046875,7304130
2024-05-24,RELIANCE,2967.25,2977.0,2952.199951171875,2960.5,2950.486083984375,3547388
2024-05-27,RELIANCE,2960.449951171875,2969.800048828125,2923.10009765625,2932.5,2922.580810546875,3314505
2024-05-28,RELIANCE,2936.0,2957.0,2905.5,2912.39990234375,2902.548583984375,3910081
2024-05-29,RELIANCE,2893.0,2916.0,2876.89990234375,2881.550048828125,2871.80322265625,3691778
2024-05-30,RELIANCE,2871.0,2880.800048828125,2840.199951171875,2849.699951171875,2840.060791015625,6603429
2024-05-31,RELIANCE,2862.60009765625,2884.5,2844.5,2860.800048828125,2851.123291015625,15534916
2024-06-03,RELIANCE,2966.0,3029.0,2918.0,3020.64990234375,3010.4326171875,10763971
2024-06-04,RELIANCE,2996.10009765625,2996.10009765625,2718.60009765625,2794.550048828125,2785.097412109375,18354549
2024-06-05,RELIANCE,2844.0,2862.300048828125,2768.199951171875,2841.5,2831.888671875,8732445
2024-06-06,RELIANCE,2870.0,2887.39990234375,2842.699951171875,2863.199951171875,2853.51513671875,8927861
2024-06-07,RELIANCE,2857.0,2944.0,2853.0,2939.89990234375,2929.95556640625,9279348
2024-06-10,RELIANCE,2939.89990234375,2986.699951171875,2936.14990234375,2942.800048828125,2932.845947265625,4625880
2024-06-11,RELIANCE,2938.0,2947.35009765625,2909.35009765625,2913.35009765625,2903.49560546875,5887451
2024-06-12,RELIANCE,2915.0,2952.0,2910.35009765625,2926.64990234375,2916.75048828125,5040871
2024-06-13,RELIANCE,2944.0,2944.5,2920.199951171875,2930.5,2920.587646484375,4590580
2024-06-14,RELIANCE,2940.0,2959.35009765625,2914.449951171875,2955.10009765625,2945.1044921875,4078999
2024-06-18,RELIANCE,2974.699951171875,2974.800048828125,2942.699951171875,2962.050048828125,2952.031005859375,3598383
2024-06-19,RELIANCE,2975.0,2975.0,2912.0,2917.300048828125,2907.432373046875,4362937
2024-06-20,RELIANCE,2918.0,2965.699951171875,2900.199951171875,2947.39990234375,2937.430419921875,8056888
2024-06-21,RELIANCE,2947.25,2949.39990234375,2881.14990234375,2908.39990234375,2898.562255859375,15585180
2024-06-24,RELIANCE,2891.050048828125,2899.0,2875.0,2882.949951171875,2873.1982421875,4439193
2024-06-25,RELIANCE,2886.0,2911.85009765625,2882.0,2908.300048828125,2898.462646484375,3522693
2024-06-26,RELIANCE,2892.10009765625,3037.949951171875,2890.25,3028.050048828125,3017.8076171875,11007441
2024-06-27,RELIANCE,3027.5,3075.0,3012.0,3061.10009765625,3050.745849609375,14191515
2024-06-28,RELIANCE,3062.050048828125,3162.0,3062.050048828125,3130.800048828125,3120.210205078125,14478668
2024-07-01,RELIANCE,3125.050048828125,3158.800048828125,3111.35009765625,3120.300048828125,3109.74560546875,3862153
2024-07-02,RELIANCE,3139.0,3147.0,3114.0,3130.35009765625,3119.76171875,3874623
2024-07-03,RELIANCE,3132.64990234375,3150.0,3085.550048828125,3104.85009765625,3094.347900390625,4524810
2024-07-04,RELIANCE,3114.0,3135.0,3101.60009765625,3108.050048828125,3097.537109375,3418588
2024-07-05,RELIANCE,3107.64990234375,3197.0,3096.0,3177.25,3166.5029296875,6134855
2024-07-08,RELIANCE,3178.0,3217.60009765625,3165.050048828125,3201.800048828125,3190.969970703125,4750403
2024-07-09,RELIANCE,3195.199951171875,3201.0,3161.0,3180.550048828125,3169.791748046875,3480001
2024-07-10,RELIANCE,3190.0,3195.0,3126.300048828125,3168.449951171875,3157.732666015625,3567289
2024-07-11,RELIANCE,3175.0,3208.5,3141.0,3161.300048828125,3150.60693359375,5970473
2024-07-12,RELIANCE,3169.0,3210.300048828125,3149.0,3193.449951171875,3182.648193359375,6462392
2024-07-15,RELIANCE,3208.89990234375,3211.699951171875,3171.0,3194.449951171875,3183.644775390625,2664844
2024-07-16,RELIANCE,3187.0,3200.0,3138.25,3152.5,3141.836669921875,4693419
2024-07-18,RELIANCE,3152.0,3187.800048828125,3115.64990234375,3173.35009765625,3162.6162109375,6149187
2024-07-19,RELIANCE,3172.0,3179.949951171875,3105.60009765625,3110.300048828125,3099.779541015625,6570195
2024-07-22,RELIANCE,3074.5,3075.0,2998.550048828125,3001.35009765625,2991.197998046875,9837188
2024-07-23,RELIANCE,3002.0,3011.5,2926.0,2975.800048828125,2965.734375,9026022
2024-07-24,RELIANCE,2970.0,3019.0,2952.800048828125,2991.39990234375,2981.281494140625,5956681
2024-07-25,RELIANCE,2962.0,3000.949951171875,2954.14990234375,2984.800048828125,2974.703857421875,6259938
2024-07-26,RELIANCE,2984.800048828125,3024.85009765625,2980.699951171875,3018.050048828125,3007.841552734375,4929970
2024-07-29,RELIANCE,3023.89990234375,3055.0,3023.550048828125,3040.199951171875,3029.91650390625,3769275
2024-07-30,RELIANCE,3034.050048828125,3050.0,3020.0,3026.300048828125,3016.0634765625,4114104
2024-07-31,RELIANCE,3008.0,3020.89990234375,3002.300048828125,3010.85009765625,3000.665771484375,5028673
2024-08-01,RELIANCE,3024.0,3036.0,3008.60009765625,3030.60009765625,3020.34912109375,5382111
2024-08-02,RELIANCE,3010.0,3018.64990234375,2986.550048828125,2998.64990234375,2988.5068359375,5134124
2024-08-05,RELIANCE,2960.0,2967.800048828125,2866.5,2894.64990234375,2884.858642578125,8523352
2024-08-06,RELIANCE,2910.300048828125,2955.0,2902.64990234375,2912.10009765625,2902.25,5118093
2024-08-07,RELIANCE,2938.0,2945.0,2923.0,2929.64990234375,2919.740234375,4087284
2024-08-08,RELIANCE,2915.050048828125,2930.0,2891.85009765625,2898.25,2888.44677734375,6193596
2024-08-09,RELIANCE,2920.0,2953.0,2912.0,2948.60009765625,2938.62646484375,3124888
2024-08-12,RELIANCE,2940.0,2946.0,2915.5,2921.25,2911.368896484375,4092292
2024-08-13,RELIANCE,2921.5,2940.14990234375,2916.0,2927.25,2917.3486328125,3132532
2024-08-14,RELIANCE,2927.10009765625,2944.0,2907.39990234375,2923.699951171875,2913.810546875,3133733
2024-08-16,RELIANCE,2937.300048828125,2960.800048828125,2916.10009765625,2956.39990234375,2946.39990234375,4708451
2024-08-19,RELIANCE,2965.0,2996.60009765625,2961.0,2976.800048828125,2976.800048828125,6898871
2024-08-20,RELIANCE,2994.449951171875,3007.85009765625,2980.050048828125,2991.89990234375,2991.89990234375,4205904
2024-08-21,RELIANCE,2986.5,3015.75,2980.0,2997.35009765625,2997.35009765625,3884998
2024-08-22,RELIANCE,3006.0,3013.0,2981.300048828125,2996.25,2996.25,5222891
2024-08-23,RELIANCE,3007.5,3022.64990234375,2996.85009765625,2999.949951171875,2999.949951171875,4624827
2024-08-26,RELIANCE,3013.949951171875,3046.0,3006.0,3025.199951171875,3025.199951171875,4406355
